client_id,age,marital,job,credit_default,education,mortgage
15889,26,single,services,0,high_school,0
15890,29,single,admin_,0,university_degree,0
15891,29,married,admin_,0,basic_9y,1
15892,26,single,services,0,high_school,1
15893,26,single,services,0,high_school,1
15894,27,single,admin_,unknown,high_school,0
15895,33,married,services,0,high_school,0
15896,29,married,technician,0,high_school,0
15897,31,divorced,services,0,high_school,1
15898,55,married,admin_,0,high_school,0
15899,46,married,services,0,high_school,0
15900,25,single,entrepreneur,0,professional_course,1
15901,30,single,admin_,0,university_degree,0
15902,50,married,entrepreneur,unknown,basic_9y,0
15903,37,single,admin_,0,high_school,1
15904,47,married,blue-collar,0,basic_6y,0
15905,30,married,services,0,high_school,1
15906,48,divorced,admin_,0,university_degree,0
15907,37,married,admin_,0,high_school,0
15908,46,married,services,0,high_school,1
15909,58,divorced,admin_,0,university_degree,1
15910,31,married,blue-collar,0,basic_9y,1
15911,42,married,blue-collar,0,basic_4y,1
15912,28,single,technician,0,professional_course,1
15913,30,married,management,0,university_degree,0
15914,39,single,technician,0,professional_course,0
15915,35,divorced,services,unknown,high_school,1
15916,46,married,unemployed,0,basic_9y,1
15917,57,married,admin_,0,university_degree,1
15918,43,married,admin_,0,high_school,1
15919,43,married,admin_,0,high_school,1
15920,22,single,blue-collar,unknown,,unknown
15921,48,divorced,services,0,high_school,1
15922,22,single,student,0,university_degree,1
15923,46,married,management,0,university_degree,0
15924,43,married,blue-collar,unknown,basic_9y,1
15925,30,single,blue-collar,0,basic_9y,0
15926,35,married,admin_,unknown,,1
15927,32,married,admin_,0,high_school,1
15928,44,married,blue-collar,unknown,basic_9y,1
15929,33,married,blue-collar,0,basic_9y,0
15930,39,married,admin_,0,university_degree,1
15931,33,married,blue-collar,0,,0
15932,35,single,blue-collar,unknown,basic_4y,0
15933,29,married,admin_,0,high_school,1
15934,57,married,blue-collar,unknown,basic_4y,1
15935,41,married,admin_,0,university_degree,0
15936,30,single,blue-collar,0,basic_9y,1
15937,49,married,admin_,unknown,university_degree,0
15938,37,divorced,technician,unknown,professional_course,1
15939,30,married,blue-collar,0,basic_6y,0
15940,49,married,management,0,university_degree,0
15941,32,married,blue-collar,0,basic_4y,1
15942,25,single,admin_,0,basic_9y,0
15943,43,married,blue-collar,unknown,basic_9y,1
15944,38,married,housemaid,unknown,,1
15945,36,single,blue-collar,unknown,basic_6y,0
15946,26,single,admin_,0,,0
15947,29,married,blue-collar,0,,0
15948,33,divorced,admin_,0,high_school,1
15949,27,single,blue-collar,unknown,basic_9y,1
15950,55,married,technician,unknown,professional_course,0
15951,39,married,management,unknown,university_degree,1
15952,35,single,entrepreneur,0,university_degree,1
15953,27,single,admin_,0,university_degree,1
15954,46,married,housemaid,unknown,basic_4y,1
15955,36,married,services,0,high_school,1
15956,37,single,blue-collar,0,basic_9y,0
15957,28,married,technician,0,basic_9y,1
15958,27,single,admin_,0,university_degree,0
15959,23,single,admin_,0,high_school,1
15960,36,married,admin_,0,university_degree,1
15961,32,married,services,unknown,basic_4y,0
15962,25,single,housemaid,0,basic_9y,1
15963,32,married,admin_,0,high_school,0
15964,32,married,blue-collar,unknown,basic_4y,0
15965,30,single,admin_,0,high_school,0
15966,27,single,technician,0,professional_course,0
15967,32,married,blue-collar,unknown,basic_4y,1
15968,55,married,technician,unknown,professional_course,0
15969,24,single,admin_,0,high_school,1
15970,43,married,admin_,0,high_school,1
15971,36,married,blue-collar,unknown,high_school,1
15972,30,single,management,0,university_degree,0
15973,33,married,admin_,0,university_degree,0
15974,25,single,admin_,0,high_school,0
15975,33,married,blue-collar,unknown,basic_6y,0
15976,29,single,blue-collar,0,basic_9y,1
15977,29,single,retired,unknown,basic_4y,0
15978,25,single,services,0,high_school,0
15979,48,married,blue-collar,0,basic_9y,0
15980,36,single,blue-collar,unknown,basic_9y,1
15981,45,married,blue-collar,unknown,basic_4y,1
15982,49,married,admin_,unknown,university_degree,0
15983,24,single,admin_,0,high_school,1
15984,45,married,services,0,high_school,1
15985,51,married,technician,0,basic_6y,1
15986,31,single,blue-collar,0,high_school,0
15987,41,divorced,admin_,0,high_school,0
15988,58,married,retired,unknown,professional_course,0
15989,37,married,management,0,,1
15990,45,married,services,0,high_school,0
15991,53,divorced,retired,unknown,basic_4y,0
15992,28,single,admin_,0,high_school,0
15993,42,single,admin_,0,university_degree,0
15994,37,single,admin_,unknown,high_school,0
15995,38,divorced,blue-collar,0,basic_4y,1
15996,44,married,blue-collar,unknown,professional_course,0
15997,44,married,blue-collar,unknown,professional_course,0
15998,30,married,unemployed,0,high_school,1
15999,48,single,technician,0,high_school,0
16000,30,single,services,unknown,high_school,1
16001,54,divorced,retired,0,university_degree,1
16002,57,divorced,housemaid,0,basic_6y,1
16003,37,married,admin_,0,university_degree,1
16004,31,single,admin_,0,high_school,0
16005,27,single,blue-collar,0,basic_6y,0
16006,28,married,technician,0,professional_course,0
16007,38,single,services,unknown,high_school,1
16008,30,single,admin_,0,high_school,1
16009,35,divorced,admin_,0,high_school,unknown
16010,31,married,blue-collar,0,professional_course,1
16011,39,married,blue-collar,unknown,basic_6y,1
16012,31,married,blue-collar,0,basic_6y,1
16013,59,married,housemaid,unknown,basic_4y,0
16014,37,married,admin_,0,university_degree,1
16015,33,single,technician,0,professional_course,1
16016,27,single,blue-collar,0,high_school,0
16017,56,married,entrepreneur,unknown,university_degree,0
16018,30,single,admin_,0,high_school,1
16019,29,married,technician,0,professional_course,1
16020,38,single,self-employed,0,,1
16021,59,married,retired,0,basic_4y,0
16022,22,single,blue-collar,unknown,basic_6y,1
16023,33,married,blue-collar,0,basic_6y,1
16024,37,married,admin_,0,high_school,0
16025,41,divorced,services,0,high_school,1
16026,24,married,blue-collar,0,professional_course,0
16027,40,married,management,0,university_degree,0
16028,33,married,services,0,high_school,1
16029,33,single,admin_,0,university_degree,0
16030,21,single,services,0,high_school,1
16031,33,married,blue-collar,0,basic_6y,0
16032,46,married,blue-collar,unknown,basic_4y,1
16033,31,single,admin_,0,university_degree,1
16034,31,single,admin_,0,university_degree,1
16035,31,single,admin_,0,university_degree,1
16036,58,married,retired,unknown,basic_4y,0
16037,35,divorced,blue-collar,0,basic_4y,1
16038,35,divorced,blue-collar,0,basic_4y,1
16039,36,single,admin_,0,high_school,0
16040,36,single,admin_,0,high_school,0
16041,58,married,retired,unknown,basic_4y,0
16042,36,single,admin_,0,high_school,0
16043,33,married,blue-collar,0,basic_9y,1
16044,46,divorced,housemaid,unknown,basic_4y,1
16045,33,single,services,0,high_school,1
16046,27,married,blue-collar,0,basic_4y,1
16047,46,divorced,housemaid,unknown,basic_4y,1
16048,27,married,blue-collar,0,basic_4y,1
16049,54,married,technician,0,high_school,0
16050,27,single,admin_,unknown,university_degree,1
16051,46,divorced,housemaid,unknown,basic_4y,0
16052,27,single,services,0,high_school,1
16053,23,single,blue-collar,0,basic_9y,1
16054,28,single,blue-collar,0,high_school,0
16055,35,married,blue-collar,unknown,,1
16056,35,married,blue-collar,unknown,,0
16057,44,married,technician,unknown,professional_course,1
16058,38,married,blue-collar,unknown,basic_4y,0
16059,39,single,blue-collar,unknown,high_school,1
16060,27,single,admin_,0,basic_9y,1
16061,33,married,blue-collar,0,basic_6y,1
16062,30,divorced,blue-collar,0,basic_9y,1
16063,44,married,blue-collar,unknown,professional_course,0
16064,30,single,admin_,0,high_school,1
16065,30,single,admin_,0,high_school,0
16066,45,married,services,0,high_school,0
16067,40,married,admin_,0,high_school,0
16068,22,single,admin_,0,high_school,1
16069,32,single,technician,0,,1
16070,60,married,retired,0,basic_6y,0
16071,59,married,retired,0,basic_6y,1
16072,35,single,services,unknown,high_school,1
16073,59,married,retired,0,basic_6y,1
16074,33,single,technician,0,professional_course,0
16075,40,single,admin_,0,university_degree,0
16076,37,married,admin_,0,university_degree,1
16077,59,married,retired,0,basic_6y,1
16078,56,married,blue-collar,unknown,basic_4y,0
16079,35,single,services,unknown,high_school,1
16080,35,single,services,unknown,high_school,0
16081,35,single,services,unknown,high_school,1
16082,35,single,services,unknown,high_school,1
16083,31,married,technician,0,professional_course,0
16084,37,single,services,0,high_school,0
16085,56,married,blue-collar,unknown,,1
16086,35,single,services,unknown,high_school,0
16087,26,single,blue-collar,0,basic_9y,1
16088,46,married,blue-collar,0,,1
16089,26,married,blue-collar,unknown,basic_4y,0
16090,24,married,student,0,university_degree,0
16091,38,single,self-employed,0,,0
16092,24,married,blue-collar,0,professional_course,0
16093,30,married,blue-collar,0,basic_9y,0
16094,37,single,admin_,0,,0
16095,57,divorced,blue-collar,unknown,basic_4y,1
16096,48,single,blue-collar,0,basic_4y,0
16097,24,single,blue-collar,0,basic_6y,0
16098,54,married,services,0,high_school,0
16099,38,married,blue-collar,unknown,basic_4y,1
16100,25,married,blue-collar,0,basic_9y,1
16101,55,married,admin_,0,,1
16102,30,single,admin_,0,university_degree,1
16103,30,single,admin_,0,university_degree,0
16104,41,married,blue-collar,0,basic_9y,1
16105,37,married,blue-collar,unknown,high_school,1
16106,41,married,blue-collar,0,basic_9y,1
16107,49,married,admin_,unknown,university_degree,0
16108,41,single,management,0,university_degree,0
16109,23,single,blue-collar,0,basic_9y,0
16110,36,married,admin_,unknown,university_degree,1
16111,30,single,admin_,0,high_school,0
16112,27,single,admin_,0,university_degree,1
16113,26,single,blue-collar,unknown,basic_6y,0
16114,35,married,blue-collar,0,,1
16115,38,married,housemaid,unknown,basic_4y,0
16116,59,married,retired,0,basic_6y,1
16117,32,married,blue-collar,0,basic_4y,1
16118,44,married,blue-collar,unknown,basic_6y,1
16119,31,single,admin_,0,university_degree,1
16120,30,single,admin_,0,high_school,0
16121,27,single,unemployed,0,university_degree,1
16122,27,single,unemployed,0,university_degree,0
16123,27,single,unemployed,0,university_degree,1
16124,27,single,unemployed,0,university_degree,1
16125,32,married,blue-collar,0,basic_4y,0
16126,40,married,management,0,university_degree,0
16127,31,single,self-employed,0,high_school,1
16128,39,married,technician,0,professional_course,0
16129,39,married,technician,0,professional_course,0
16130,23,single,blue-collar,0,basic_9y,0
16131,56,married,admin_,unknown,,0
16132,29,single,admin_,0,university_degree,0
16133,35,divorced,services,0,university_degree,0
16134,30,single,admin_,0,university_degree,0
16135,30,single,management,0,high_school,0
16136,32,married,blue-collar,0,basic_6y,0
16137,35,divorced,services,0,basic_9y,1
16138,34,single,services,0,high_school,0
16139,29,married,technician,0,professional_course,0
16140,49,married,admin_,0,basic_9y,1
16141,26,single,blue-collar,unknown,basic_6y,0
16142,46,married,technician,unknown,basic_9y,1
16143,35,married,admin_,unknown,university_degree,1
16144,32,married,admin_,0,basic_9y,1
16145,58,married,retired,0,basic_4y,0
16146,49,married,blue-collar,unknown,basic_9y,0
16147,58,married,retired,0,basic_4y,0
16148,58,married,retired,0,basic_4y,0
16149,50,married,blue-collar,0,basic_4y,0
16150,36,divorced,services,0,professional_course,1
16151,58,married,retired,0,basic_4y,1
16152,58,married,retired,0,basic_4y,0
16153,45,married,services,unknown,high_school,0
16154,26,single,blue-collar,unknown,basic_6y,1
16155,31,single,technician,0,professional_course,1
16156,35,married,blue-collar,0,university_degree,unknown
16157,26,single,admin_,0,university_degree,1
16158,35,married,admin_,unknown,university_degree,1
16159,40,married,blue-collar,0,basic_9y,1
16160,28,single,technician,0,high_school,0
16161,46,married,self-employed,0,university_degree,0
16162,55,divorced,entrepreneur,0,,0
16163,25,single,blue-collar,0,high_school,1
16164,53,divorced,technician,0,professional_course,1
16165,35,divorced,services,0,university_degree,1
16166,49,single,admin_,0,high_school,1
16167,22,single,services,0,high_school,1
16168,48,single,entrepreneur,0,university_degree,1
16169,56,married,retired,unknown,basic_4y,0
16170,39,married,blue-collar,0,basic_4y,0
16171,31,single,self-employed,0,high_school,0
16172,31,single,self-employed,0,high_school,0
16173,45,divorced,entrepreneur,0,professional_course,1
16174,35,divorced,blue-collar,0,,1
16175,37,married,admin_,0,university_degree,1
16176,33,single,technician,0,professional_course,0
16177,49,married,admin_,0,high_school,0
16178,27,single,blue-collar,0,basic_6y,0
16179,36,single,admin_,0,,0
16180,42,married,entrepreneur,0,university_degree,1
16181,36,single,admin_,0,,0
16182,34,single,services,0,high_school,unknown
16183,27,single,blue-collar,0,basic_6y,0
16184,57,married,management,0,university_degree,0
16185,57,married,management,0,university_degree,0
16186,49,married,unemployed,unknown,basic_4y,1
16187,51,married,entrepreneur,unknown,university_degree,1
16188,28,single,technician,0,high_school,1
16189,44,married,admin_,0,university_degree,1
16190,41,married,blue-collar,unknown,,1
16191,52,divorced,retired,0,professional_course,0
16192,45,divorced,entrepreneur,0,professional_course,1
16193,33,single,technician,0,professional_course,0
16194,30,single,admin_,0,university_degree,1
16195,48,married,blue-collar,0,basic_4y,1
16196,36,single,admin_,0,high_school,0
16197,31,single,self-employed,0,high_school,0
16198,29,single,blue-collar,0,high_school,1
16199,48,married,blue-collar,0,basic_4y,1
16200,28,single,technician,0,high_school,1
16201,58,married,retired,0,basic_4y,0
16202,45,married,services,unknown,high_school,0
16203,49,married,unemployed,unknown,basic_4y,1
16204,28,married,admin_,0,high_school,unknown
16205,40,married,blue-collar,0,high_school,0
16206,50,married,entrepreneur,0,university_degree,0
16207,46,married,unemployed,0,professional_course,0
16208,44,married,technician,0,high_school,1
16209,27,single,admin_,unknown,university_degree,0
16210,31,single,blue-collar,0,basic_4y,1
16211,35,married,admin_,0,professional_course,0
16212,53,single,admin_,unknown,,0
16213,39,married,blue-collar,unknown,basic_9y,0
16214,33,divorced,blue-collar,0,basic_9y,0
16215,35,divorced,blue-collar,0,basic_4y,0
16216,31,single,admin_,0,university_degree,1
16217,51,married,housemaid,0,basic_9y,1
16218,38,married,housemaid,unknown,basic_4y,1
16219,48,single,technician,unknown,professional_course,1
16220,41,married,blue-collar,0,basic_9y,1
16221,27,single,admin_,unknown,university_degree,1
16222,27,single,admin_,unknown,university_degree,1
16223,27,single,admin_,unknown,university_degree,1
16224,27,single,admin_,unknown,university_degree,1
16225,27,single,admin_,unknown,university_degree,0
16226,27,single,admin_,unknown,university_degree,1
16227,37,single,student,0,,1
16228,28,single,technician,0,high_school,0
16229,35,married,admin_,unknown,university_degree,0
16230,28,single,technician,0,high_school,1
16231,40,married,management,0,university_degree,1
16232,42,married,entrepreneur,0,university_degree,1
16233,41,divorced,blue-collar,0,,1
16234,33,single,technician,0,professional_course,0
16235,26,married,services,0,high_school,1
16236,26,single,blue-collar,unknown,basic_6y,1
16237,24,single,admin_,0,high_school,unknown
16238,30,single,admin_,0,university_degree,0
16239,27,married,blue-collar,unknown,basic_6y,1
16240,43,divorced,services,unknown,,1
16241,30,single,admin_,0,university_degree,1
16242,49,divorced,services,unknown,high_school,1
16243,49,married,admin_,0,basic_9y,1
16244,51,married,housemaid,0,basic_9y,1
16245,40,divorced,blue-collar,0,,1
16246,43,married,entrepreneur,unknown,university_degree,1
16247,43,married,entrepreneur,unknown,university_degree,1
16248,27,single,services,0,high_school,1
16249,38,married,blue-collar,unknown,basic_6y,0
16250,31,single,blue-collar,0,high_school,0
16251,31,married,blue-collar,0,basic_6y,1
16252,23,single,blue-collar,0,basic_9y,1
16253,25,single,services,0,,1
16254,33,married,blue-collar,0,basic_6y,1
16255,36,single,admin_,0,high_school,0
16256,58,married,retired,0,basic_4y,0
16257,29,married,management,0,university_degree,1
16258,54,divorced,retired,0,basic_4y,1
16259,53,married,management,0,university_degree,0
16260,41,married,management,0,high_school,1
16261,48,divorced,housemaid,0,basic_4y,1
16262,30,single,admin_,0,high_school,1
16263,50,married,blue-collar,0,basic_4y,1
16264,27,married,technician,0,university_degree,1
16265,24,married,blue-collar,0,professional_course,0
16266,37,divorced,blue-collar,0,professional_course,0
16267,27,single,admin_,unknown,university_degree,0
16268,32,single,blue-collar,0,basic_9y,1
16269,60,married,housemaid,unknown,illiterate,1
16270,35,single,technician,0,professional_course,0
16271,49,single,admin_,0,high_school,1
16272,43,divorced,services,unknown,,1
16273,33,single,services,unknown,high_school,1
16274,37,single,services,0,high_school,0
16275,28,single,technician,0,high_school,0
16276,48,single,entrepreneur,0,university_degree,0
16277,38,single,self-employed,0,,1
16278,27,single,admin_,0,university_degree,0
16279,27,single,blue-collar,0,,unknown
16280,34,married,blue-collar,0,basic_4y,1
16281,34,married,blue-collar,0,,0
16282,38,divorced,blue-collar,0,basic_4y,1
16283,44,married,blue-collar,0,basic_4y,0
16284,58,married,retired,0,basic_4y,1
16285,54,married,technician,0,high_school,1
16286,56,married,retired,unknown,basic_4y,0
16287,23,single,services,0,high_school,0
16288,41,married,blue-collar,0,basic_9y,0
16289,57,married,management,0,university_degree,0
16290,47,single,blue-collar,unknown,,1
16291,28,married,blue-collar,0,basic_9y,0
16292,33,married,blue-collar,0,basic_6y,0
16293,41,single,services,unknown,,0
16294,51,married,blue-collar,unknown,basic_9y,1
16295,48,single,entrepreneur,0,university_degree,0
16296,29,single,blue-collar,unknown,basic_9y,1
16297,29,married,self-employed,0,university_degree,1
16298,24,single,blue-collar,0,,0
16299,33,single,services,unknown,high_school,1
16300,20,single,services,0,high_school,0
16301,24,single,blue-collar,0,,0
16302,38,married,blue-collar,0,basic_6y,1
16303,40,married,management,0,university_degree,0
16304,44,married,unknown,0,basic_6y,0
16305,36,divorced,management,0,university_degree,1
16306,34,married,blue-collar,unknown,basic_6y,1
16307,27,single,admin_,0,basic_9y,1
16308,47,single,blue-collar,unknown,,1
16309,27,single,blue-collar,0,basic_6y,1
16310,46,married,blue-collar,unknown,basic_4y,0
16311,51,married,housemaid,0,basic_9y,0
16312,43,married,admin_,unknown,university_degree,1
16313,38,married,blue-collar,0,basic_6y,0
16314,41,divorced,services,0,high_school,1
16315,30,single,admin_,0,university_degree,1
16316,24,single,admin_,0,high_school,0
16317,26,single,admin_,0,university_degree,1
16318,25,single,services,0,high_school,0
16319,37,divorced,self-employed,0,professional_course,1
16320,26,single,blue-collar,0,basic_9y,1
16321,35,single,services,unknown,high_school,1
16322,36,married,blue-collar,0,basic_6y,1
16323,55,married,admin_,0,university_degree,1
16324,53,married,admin_,unknown,university_degree,1
16325,23,single,management,0,university_degree,1
16326,38,married,technician,0,high_school,1
16327,41,divorced,blue-collar,0,,1
16328,51,married,blue-collar,0,basic_4y,1
16329,35,divorced,services,0,university_degree,1
16330,31,single,blue-collar,0,high_school,1
16331,22,married,services,0,basic_9y,1
16332,20,single,student,0,high_school,1
16333,57,divorced,technician,0,professional_course,0
16334,52,married,entrepreneur,unknown,university_degree,1
16335,35,married,housemaid,0,basic_4y,1
16336,35,married,housemaid,0,basic_4y,0
16337,31,single,blue-collar,0,high_school,0
16338,28,married,blue-collar,0,basic_9y,0
16339,29,single,blue-collar,unknown,basic_9y,1
16340,29,single,blue-collar,unknown,basic_9y,1
16341,50,married,entrepreneur,0,university_degree,0
16342,48,married,technician,unknown,professional_course,0
16343,29,single,blue-collar,unknown,basic_9y,1
16344,32,single,blue-collar,0,basic_9y,1
16345,29,single,blue-collar,unknown,basic_9y,0
16346,35,married,services,unknown,,1
16347,29,single,blue-collar,unknown,basic_9y,1
16348,53,single,admin_,unknown,,1
16349,31,married,blue-collar,unknown,,0
16350,31,single,admin_,0,university_degree,unknown
16351,30,married,management,0,university_degree,0
16352,27,single,blue-collar,unknown,basic_9y,0
16353,59,divorced,technician,0,basic_9y,1
16354,34,married,blue-collar,0,basic_9y,1
16355,30,married,management,0,university_degree,1
16356,24,single,services,0,basic_9y,0
16357,24,married,admin_,0,,1
16358,31,married,blue-collar,0,basic_6y,0
16359,44,married,blue-collar,unknown,basic_4y,0
16360,21,single,services,0,basic_9y,1
16361,25,single,blue-collar,unknown,basic_9y,1
16362,30,married,blue-collar,0,,0
16363,39,married,services,unknown,,0
16364,59,married,retired,unknown,,0
16365,36,married,entrepreneur,0,university_degree,1
16366,36,married,entrepreneur,0,university_degree,0
16367,32,married,admin_,0,university_degree,0
16368,21,married,blue-collar,0,basic_9y,0
16369,26,single,services,0,high_school,1
16370,26,single,services,0,high_school,1
16371,28,single,blue-collar,0,high_school,1
16372,32,divorced,blue-collar,unknown,basic_6y,1
16373,42,married,housemaid,unknown,basic_4y,0
16374,49,divorced,blue-collar,0,basic_9y,1
16375,35,married,admin_,0,professional_course,1
16376,41,single,blue-collar,unknown,basic_6y,0
16377,43,married,admin_,0,university_degree,1
16378,27,single,blue-collar,0,high_school,1
16379,30,married,management,0,university_degree,0
16380,31,single,blue-collar,0,high_school,1
16381,48,married,services,0,basic_9y,1
16382,56,single,housemaid,unknown,basic_4y,0
16383,31,married,technician,0,basic_9y,0
16384,59,married,blue-collar,unknown,basic_9y,1
16385,32,single,services,0,high_school,1
16386,58,married,entrepreneur,0,university_degree,0
16387,58,married,entrepreneur,0,university_degree,0
16388,58,married,entrepreneur,0,university_degree,0
16389,32,married,self-employed,0,university_degree,1
16390,45,married,retired,0,basic_4y,0
16391,31,single,admin_,0,high_school,1
16392,31,single,blue-collar,0,high_school,1
16393,24,single,services,0,basic_9y,0
16394,24,single,services,0,basic_9y,1
16395,38,married,blue-collar,0,basic_6y,1
16396,23,single,admin_,0,professional_course,0
16397,23,single,admin_,0,professional_course,0
16398,23,single,admin_,0,professional_course,1
16399,23,single,admin_,0,professional_course,0
16400,23,single,admin_,0,professional_course,1
16401,23,single,admin_,0,professional_course,0
16402,59,married,retired,unknown,,0
16403,23,single,admin_,0,professional_course,1
16404,38,divorced,management,0,university_degree,1
16405,34,single,admin_,0,high_school,1
16406,33,married,blue-collar,0,basic_4y,1
16407,56,married,blue-collar,0,basic_9y,1
16408,28,single,admin_,0,high_school,0
16409,26,single,admin_,0,university_degree,0
16410,40,married,services,unknown,basic_4y,1
16411,30,married,technician,0,basic_9y,1
16412,33,single,admin_,0,university_degree,1
16413,30,single,services,0,high_school,0
16414,31,married,blue-collar,unknown,basic_4y,1
16415,31,married,blue-collar,unknown,basic_4y,1
16416,31,married,blue-collar,unknown,basic_4y,1
16417,24,single,technician,0,basic_9y,1
16418,38,married,blue-collar,0,basic_6y,1
16419,49,married,technician,0,professional_course,0
16420,30,single,admin_,0,high_school,1
16421,35,married,admin_,0,high_school,0
16422,39,married,admin_,unknown,basic_6y,1
16423,55,married,retired,0,basic_4y,1
16424,39,married,admin_,unknown,basic_6y,1
16425,32,divorced,blue-collar,unknown,basic_6y,1
16426,31,single,blue-collar,0,high_school,1
16427,40,married,entrepreneur,0,university_degree,0
16428,50,married,admin_,0,basic_6y,1
16429,31,single,blue-collar,0,high_school,1
16430,55,married,retired,0,basic_4y,0
16431,24,single,services,0,basic_9y,1
16432,48,divorced,technician,0,professional_course,1
16433,36,married,blue-collar,0,high_school,1
16434,53,married,management,unknown,university_degree,0
16435,36,married,blue-collar,0,high_school,1
16436,32,single,technician,0,high_school,1
16437,39,married,admin_,unknown,basic_6y,0
16438,42,married,admin_,0,university_degree,unknown
16439,21,married,blue-collar,0,basic_9y,1
16440,40,divorced,admin_,0,university_degree,unknown
16441,51,single,blue-collar,unknown,basic_4y,0
16442,26,married,blue-collar,0,,1
16443,59,divorced,technician,0,basic_9y,1
16444,26,single,admin_,0,high_school,0
16445,25,single,admin_,0,university_degree,1
16446,49,married,blue-collar,unknown,basic_4y,1
16447,21,married,blue-collar,0,basic_9y,0
16448,34,married,technician,0,professional_course,1
16449,40,married,blue-collar,0,basic_6y,1
16450,34,married,services,0,high_school,0
16451,37,single,unemployed,unknown,basic_9y,1
16452,32,single,services,0,high_school,1
16453,39,married,management,0,basic_9y,0
16454,29,single,technician,0,university_degree,1
16455,44,married,management,0,university_degree,1
16456,31,married,blue-collar,unknown,basic_9y,1
16457,39,married,services,unknown,,1
16458,30,single,services,0,high_school,1
16459,31,divorced,blue-collar,unknown,basic_9y,1
16460,43,divorced,admin_,0,university_degree,0
16461,37,married,unemployed,unknown,professional_course,1
16462,27,single,blue-collar,unknown,basic_9y,1
16463,48,married,services,0,basic_9y,1
16464,24,single,services,0,basic_9y,1
16465,48,married,services,0,basic_9y,1
16466,24,single,services,0,basic_9y,0
16467,44,married,technician,0,professional_course,0
16468,25,single,blue-collar,0,basic_4y,1
16469,24,single,blue-collar,0,basic_6y,0
16470,31,single,housemaid,0,high_school,1
16471,38,married,technician,0,,1
16472,46,married,services,0,high_school,1
16473,31,married,blue-collar,0,basic_6y,0
16474,37,divorced,admin_,0,high_school,1
16475,48,married,unknown,0,basic_6y,0
16476,28,single,admin_,0,university_degree,1
16477,36,married,blue-collar,0,high_school,0
16478,40,married,blue-collar,0,high_school,0
16479,33,married,blue-collar,0,basic_4y,1
16480,32,divorced,blue-collar,unknown,basic_6y,1
16481,46,married,services,0,high_school,1
16482,28,single,management,0,university_degree,1
16483,31,married,blue-collar,unknown,basic_4y,1
16484,31,married,blue-collar,0,basic_9y,0
16485,26,single,admin_,0,university_degree,1
16486,57,married,admin_,0,basic_9y,0
16487,36,married,entrepreneur,0,university_degree,0
16488,30,single,blue-collar,unknown,basic_6y,1
16489,30,married,technician,0,university_degree,1
16490,42,married,admin_,0,university_degree,0
16491,31,single,housemaid,0,high_school,0
16492,39,married,services,0,high_school,0
16493,24,single,blue-collar,unknown,basic_9y,1
16494,39,married,services,unknown,,0
16495,57,single,admin_,0,basic_9y,1
16496,24,single,services,0,basic_9y,1
16497,21,married,blue-collar,0,basic_9y,1
16498,36,single,blue-collar,0,basic_6y,1
16499,44,married,admin_,0,basic_6y,0
16500,30,married,management,0,university_degree,1
16501,36,married,services,unknown,high_school,0
16502,32,single,technician,0,high_school,0
16503,38,married,blue-collar,0,high_school,1
16504,25,single,blue-collar,0,basic_6y,0
16505,32,married,technician,0,professional_course,0
16506,40,married,entrepreneur,0,university_degree,0
16507,22,single,blue-collar,0,high_school,1
16508,29,divorced,admin_,0,,0
16509,51,single,blue-collar,unknown,basic_4y,1
16510,47,single,self-employed,0,,1
16511,36,married,blue-collar,0,basic_9y,0
16512,26,single,services,0,high_school,1
16513,26,single,services,0,high_school,0
16514,36,married,blue-collar,0,basic_9y,0
16515,44,married,admin_,0,basic_6y,0
16516,25,single,blue-collar,unknown,basic_9y,0
16517,55,married,unemployed,0,university_degree,1
16518,30,married,blue-collar,0,basic_6y,1
16519,33,married,management,0,high_school,1
16520,39,single,blue-collar,0,university_degree,0
16521,24,married,admin_,0,,1
16522,28,married,admin_,0,university_degree,0
16523,53,married,services,0,high_school,0
16524,28,single,services,0,high_school,0
16525,30,married,management,0,university_degree,0
16526,26,single,student,0,high_school,0
16527,30,married,admin_,0,university_degree,1
16528,25,single,technician,0,university_degree,0
16529,36,married,entrepreneur,0,university_degree,1
16530,37,married,entrepreneur,0,university_degree,1
16531,50,single,admin_,0,university_degree,0
16532,28,married,admin_,0,university_degree,0
16533,31,divorced,services,0,high_school,0
16534,58,married,retired,unknown,basic_4y,1
16535,24,married,admin_,0,,1
16536,53,divorced,entrepreneur,0,university_degree,1
16537,28,married,admin_,0,university_degree,1
16538,49,married,unemployed,0,high_school,1
16539,59,married,retired,unknown,university_degree,0
16540,33,married,blue-collar,0,basic_4y,1
16541,39,married,services,unknown,,unknown
16542,28,married,admin_,0,university_degree,0
16543,56,married,retired,0,professional_course,0
16544,24,married,admin_,0,university_degree,0
16545,34,married,technician,0,professional_course,0
16546,27,single,management,0,university_degree,0
16547,37,single,admin_,0,university_degree,0
16548,49,divorced,self-employed,0,university_degree,0
16549,30,married,management,0,university_degree,unknown
16550,40,divorced,admin_,0,university_degree,0
16551,52,divorced,admin_,0,university_degree,0
16552,44,married,technician,0,professional_course,0
16553,36,married,blue-collar,unknown,basic_9y,1
16554,50,married,housemaid,0,,1
16555,38,single,management,0,university_degree,0
16556,31,married,blue-collar,unknown,basic_4y,0
16557,30,married,management,0,university_degree,0
16558,27,single,services,0,high_school,1
16559,25,married,blue-collar,0,high_school,0
